id,maHV,name,phone,dob,gender,idNumber,address,queQuan,ngayCapCCCD,noiCapCCCD,classId,licence,feePlanId,promotionId,totalFee,profileComplete,responsibleStaffId,branchId,createdAt,docs_cccd,docs_gksk,docs_donDeNghi,docs_the3x4,notes
hv-1009,HV1009,Đoàn Văn Hậu V,094 264 185,23/04/2001,Nam,0791013809597,"153/22 Cách Mạng Tháng 8, Q.Bình Tân, TP.HCM",Quảng Nam,16/09/2024,Cục CS QLHC về TTXH,cls-2026-04-07-1,A1,fee-a1,promo-none,565000,false,u-2,br-1,03/03/2026 17:59:05,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-1010,HV1010,Park Shin-hye V,084 293 240,27/02/1988,Nam,0790888457574,"146/25 Nguyễn Trãi, Q.Tân Phú, TP.HCM",Phú Yên,20/08/2024,Cục CS QLHC về TTXH,cls-2026-04-07-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,07/03/2026 10:37:45,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-1011,HV1011,Keanu Reeves V,035 616 788,10/12/1989,Nam,0790893004387,"191/30 Lê Lai, Q.10, TP.HCM",Hà Tĩnh,24/06/2018,Cục CS QLHC về TTXH,cls-2026-04-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,12/03/2026 12:37:02,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1012,HV1012,Đặng Văn Lâm V,070 232 962,17/07/2006,Nam,0791063083488,"10/21 Nguyễn Trãi, H.Bình Chánh, TP.HCM",Nam Định,25/09/2020,Cục CS QLHC về TTXH,cls-2026-04-01-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,05/04/2026 16:50:38,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Số 2 và số 3 tự tin, sang số mượt."
hv-1013,HV1013,Sa Tăng V,059 345 374,06/06/1997,Nam,0790973419640,"162/2 Nguyễn Trãi, Q.Phú Nhuận, TP.HCM",Hà Tĩnh,10/05/2020,Cục CS QLHC về TTXH,cls-2026-04-01-2,A1,fee-a1,promo-summer,415000,true,u-3,br-2,08/04/2026 14:26:16,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-1014,HV1014,Chu Du V,096 359 541,12/05/1991,Nam,0790914406035,"174/30 Phan Xích Long, Q.Gò Vấp, TP.HCM",Sóc Trăng,25/06/2019,Cục CS QLHC về TTXH,cls-2026-04-01-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,29/03/2026 09:57:59,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-1015,HV1015,Mỹ Tâm V,033 307 996,01/09/2001,Nam,0791015438950,"87/17 Lê Lai, H.Bình Chánh, TP.HCM",Đà Nẵng,26/02/2022,Cục CS QLHC về TTXH,cls-2026-04-01-2,A1,fee-a1,promo-summer,415000,true,u-4,br-2,07/04/2026 16:29:08,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1016,HV1016,Hương Tràm V,079 801 249,28/03/1988,Nam,0790886754730,"33/8 Nguyễn Hữu Cảnh, Q.Tân Phú, TP.HCM",Quảng Bình,23/07/2023,Cục CS QLHC về TTXH,cls-2026-04-01-2,A,fee-a,promo-sgnv,1695000,true,u-3,br-2,19/03/2026 08:57:58,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-1017,HV1017,Jackie Chan V,097 431 236,26/04/1997,Nam,0790973073920,"210/30 Nguyễn Thị Minh Khai, Q.1, TP.HCM",Quảng Nam,16/07/2021,Cục CS QLHC về TTXH,cls-2026-04-01-2,A1,fee-a1,promo-summer,415000,true,u-4,br-2,09/04/2026 15:02:32,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-1018,HV1018,Lan Khuê V,077 108 966,01/11/2002,Nam,0791026284518,"348/12 Cộng Hòa, Q.5, TP.HCM",Nam Định,23/03/2019,Cục CS QLHC về TTXH,cls-2026-04-01-2,A1,fee-a1,promo-summer,415000,true,u-3,br-2,12/03/2026 17:30:57,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1019,HV1019,Lady Gaga V,076 403 236,04/12/1995,Nam,0790953301703,"358/8 Pasteur, Q.Bình Thạnh, TP.HCM",Sóc Trăng,20/12/2022,Cục CS QLHC về TTXH,cls-2026-04-01-2,A,fee-a,promo-none,1995000,false,u-4,br-2,29/03/2026 11:11:49,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1020,HV1020,Bạch Cốt Tinh V,091 873 196,05/10/1990,Nam,0790901405833,"260/29 Lê Lai, Q.5, TP.HCM",Huế,16/10/2019,Cục CS QLHC về TTXH,cls-2026-04-01-2,A,fee-a,promo-none,1995000,true,u-4,br-2,01/04/2026 17:01:08,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-1021,HV1021,Jin (BTS) V,034 485 881,30/08/1989,Nam,0790897153504,"66/19 Trần Não, Q.4, TP.HCM",Nam Định,28/01/2018,Cục CS QLHC về TTXH,cls-2026-04-02-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,05/04/2026 12:00:23,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1022,HV1022,Bùi Tiến Dũng V,091 495 416,22/02/1989,Nam,0790899087293,"281/25 Phan Xích Long, Q.Bình Tân, TP.HCM",Quảng Bình,14/04/2018,Cục CS QLHC về TTXH,cls-2026-04-02-2,A,fee-a,promo-none,1995000,true,u-3,br-2,21/03/2026 17:36:08,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-1023,HV1023,Tiến Linh V,096 167 504,29/06/2006,Nam,0791062869388,"331/8 Hoàng Văn Thụ, Q.Gò Vấp, TP.HCM",Đồng Nai,27/03/2019,Cục CS QLHC về TTXH,cls-2026-04-02-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,18/04/2026 11:20:22,true,true,true,true,"Đã đóng đợt 1. Còn lại 282,500đ. Tâm lý ổn định khi đi đường thật."
hv-1024,HV1024,Công Phượng V,039 887 350,08/11/1995,Nam,0790957308310,"105/24 Lê Duẩn, Q.Tân Phú, TP.HCM",Tây Ninh,02/09/2020,Cục CS QLHC về TTXH,cls-2026-04-02-2,A1,fee-a1,promo-link,365000,false,u-3,br-2,13/04/2026 11:38:09,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1025,HV1025,Beyoncé Knowles V,032 404 134,17/07/1998,Nam,0790989515575,"368/23 Hai Bà Trưng, Q.8, TP.HCM",Bà Rịa - Vũng Tàu,19/04/2024,Cục CS QLHC về TTXH,cls-2026-04-02-2,A1,fee-a1,promo-link,365000,true,u-4,br-2,26/03/2026 17:48:21,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-1026,HV1026,Bích Phương V,077 789 951,19/03/1988,Nam,0790887634752,"27/11 Trường Sa, Q.Thủ Đức, TP.HCM",Đà Nẵng,25/08/2021,Cục CS QLHC về TTXH,cls-2026-04-02-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,31/03/2026 12:12:18,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1027,HV1027,Hồng Kim Bảo V,097 351 444,13/03/2002,Nam,0791027674072,"240/23 Nguyễn Văn Linh, Q.Bình Thạnh, TP.HCM",Nghệ An,09/07/2022,Cục CS QLHC về TTXH,cls-2026-04-02-2,A,fee-a,promo-none,1995000,true,u-4,br-2,29/03/2026 13:56:28,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-1028,HV1028,Trương Quốc Vinh V,032 772 739,11/11/1994,Nam,0790948679802,"246/28 Nguyễn Văn Trỗi, Q.Bình Tân, TP.HCM",Huế,24/11/2022,Cục CS QLHC về TTXH,cls-2026-04-02-2,A,fee-a,promo-none,1995000,false,u-4,br-2,09/04/2026 12:15:54,true,false,false,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1029,HV1029,Binz V,035 378 739,08/03/2003,Nam,0791037873094,"231/17 Phan Đăng Lưu, Q.Bình Tân, TP.HCM",Lâm Đồng,07/04/2022,Cục CS QLHC về TTXH,cls-2026-04-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,12/04/2026 09:39:10,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1030,HV1030,Đặng Thu Thảo V,088 339 200,16/03/1999,Nam,0790998313927,"259/19 Điện Biên Phủ, Q.4, TP.HCM",Đồng Tháp,15/11/2019,Cục CS QLHC về TTXH,cls-2026-04-03-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,05/04/2026 10:06:28,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Cần luyện thêm bài đường thẳng và số 1 chậm."
hv-1031,HV1031,Hoàng Dũng V,093 809 667,06/09/2002,Nam,0791021179370,"245/14 Nguyễn Huệ, Q.1, TP.HCM",Huế,09/12/2021,Cục CS QLHC về TTXH,cls-2026-04-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,26/03/2026 08:57:27,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-1032,HV1032,Vinícius Júnior V,039 565 454,29/10/1993,Nam,0790935246597,"101/7 Phan Xích Long, Q.2, TP.HCM",Đồng Nai,03/04/2019,Cục CS QLHC về TTXH,cls-2026-04-03-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,12/04/2026 11:27:26,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-1033,HV1033,Đoàn Văn Trường V,083 132 354,05/12/1994,Nam,0790941982126,"28/21 Võ Văn Tần, Q.Gò Vấp, TP.HCM",Phú Yên,10/06/2019,Cục CS QLHC về TTXH,cls-2026-04-03-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,17/03/2026 11:39:27,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-1034,HV1034,The Weeknd V,039 610 912,25/07/1999,Nam,0790993458250,"311/10 Lê Văn Sỹ, Q.2, TP.HCM",Cà Mau,14/08/2022,Cục CS QLHC về TTXH,cls-2026-04-03-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,02/04/2026 14:23:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1035,HV1035,Taylor Swift V,078 324 228,24/04/2008,Nam,0791086264459,"293/28 Lý Thường Kiệt, Q.10, TP.HCM",An Giang,25/12/2018,Cục CS QLHC về TTXH,cls-2026-04-04-2,A1,fee-a1,promo-link,365000,false,u-3,br-2,04/04/2026 10:14:32,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-1036,HV1036,Quang Hải V,096 535 738,28/08/2000,Nam,0791005471469,"182/4 Cộng Hòa, Q.Thủ Đức, TP.HCM",Tây Ninh,18/02/2023,Cục CS QLHC về TTXH,cls-2026-04-04-2,A1,fee-a1,promo-summer,415000,true,u-3,br-2,20/03/2026 08:39:05,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-1037,HV1037,Hoa Mộc Lan V,036 513 766,17/12/1995,Nam,0790951156772,"373/18 Lê Hồng Phong, Q.10, TP.HCM",Vĩnh Long,14/04/2020,Cục CS QLHC về TTXH,cls-2026-04-04-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,08/04/2026 08:30:04,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-1038,HV1038,Paul Pogba V,036 295 394,02/11/1994,Nam,0790946789977,"377/27 Lê Lai, Q.5, TP.HCM",Sóc Trăng,13/05/2019,Cục CS QLHC về TTXH,cls-2026-04-04-2,A1,fee-a1,promo-none,565000,false,u-3,br-2,14/04/2026 10:22:55,true,false,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-1039,HV1039,Tự Long V,038 107 370,02/01/1992,Nam,0790922018202,"138/20 Hoàng Văn Thụ, Q.Tân Phú, TP.HCM",Quảng Ngãi,10/11/2023,Cục CS QLHC về TTXH,cls-2026-04-04-2,A1,fee-a1,promo-none,565000,true,u-4,br-2,24/03/2026 10:57:20,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1040,HV1040,Khánh Linh V,098 365 448,05/04/2006,Nam,0791063127017,"222/7 Lê Văn Sỹ, H.Bình Chánh, TP.HCM",Đồng Nai,05/03/2021,Cục CS QLHC về TTXH,cls-2026-04-01-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,17/03/2026 17:40:14,true,true,true,true,"Đã đóng đợt 1. Còn lại 282,500đ. Lo lắng trước ngày thi — cần động viên."
hv-1041,HV1041,Khang Hi V,035 949 430,10/05/2007,Nam,0791079411714,"182/20 Nguyễn Huệ, H.Bình Chánh, TP.HCM",Nam Định,20/12/2023,Cục CS QLHC về TTXH,cls-2026-04-01-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,12/04/2026 10:12:12,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-1042,HV1042,Trấn Thành V,085 678 597,28/03/2008,Nam,0791086722686,"15/26 Đồng Khởi, Q.8, TP.HCM",Nghệ An,03/08/2021,Cục CS QLHC về TTXH,cls-2026-04-01-3,A,fee-a,promo-none,1995000,false,u-5,br-3,30/03/2026 13:37:14,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-1043,HV1043,Quang Lê V,093 863 259,22/09/2001,Nam,0791018769700,"54/26 Phan Đăng Lưu, Q.Phú Nhuận, TP.HCM",Quảng Ngãi,02/06/2018,Cục CS QLHC về TTXH,cls-2026-04-01-3,A,fee-a,promo-none,1995000,true,u-6,br-3,26/03/2026 17:00:50,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-1044,HV1044,Bảo Thanh V,036 346 366,09/01/1996,Nam,0790968230340,"236/16 Lê Hồng Phong, Q.Bình Thạnh, TP.HCM",Tây Ninh,05/02/2022,Cục CS QLHC về TTXH,cls-2026-04-02-3,A1,fee-a1,promo-none,565000,true,u-5,br-3,12/04/2026 17:09:49,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-1045,HV1045,Son Heung-min V,070 608 819,27/01/2006,Nam,0791063741391,"296/17 Pasteur, Q.8, TP.HCM",Quảng Nam,22/10/2019,Cục CS QLHC về TTXH,cls-2026-04-02-3,A1,fee-a1,promo-none,565000,false,u-5,br-3,21/03/2026 08:23:53,true,true,false,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Lo lắng trước ngày thi — cần động viên."
hv-1046,HV1046,Park Bo-gum V,070 443 406,20/07/2003,Nam,0791038625980,"162/29 Đồng Khởi, Q.Phú Nhuận, TP.HCM",Sóc Trăng,27/11/2021,Cục CS QLHC về TTXH,cls-2026-04-02-3,A1,fee-a1,promo-summer,415000,true,u-5,br-3,28/03/2026 08:38:44,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-1047,HV1047,Thùy Tiên V,085 148 422,23/05/2002,Nam,0791027761191,"21/20 Nguyễn Hữu Cảnh, Q.Gò Vấp, TP.HCM",Bà Rịa - Vũng Tàu,25/01/2022,Cục CS QLHC về TTXH,cls-2026-04-02-3,A,fee-a,promo-link,1795000,true,u-5,br-3,31/03/2026 08:59:38,true,true,true,true,Chưa thanh toán. Liên hệ lại trước ngày thi. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-1048,HV1048,Tào Tháo V,091 418 264,29/05/1997,Nam,0790974516108,"245/7 Nguyễn Văn Linh, Q.12, TP.HCM",Quảng Ngãi,25/06/2023,Cục CS QLHC về TTXH,cls-2026-04-02-3,A,fee-a,promo-none,1995000,false,u-5,br-3,26/03/2026 13:09:36,false,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1049,HV1049,Nguyễn Văn Quyết V,094 565 192,06/11/1992,Nam,0790923787083,"131/24 Phạm Văn Đồng, Q.Bình Tân, TP.HCM",Lâm Đồng,05/02/2020,Cục CS QLHC về TTXH,cls-2026-04-02-3,A,fee-a,promo-none,1995000,true,u-6,br-3,28/03/2026 11:01:22,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1050,HV1050,Min V,083 996 937,10/09/1992,Nam,0790925966612,"16/30 Lê Duẩn, Q.Bình Tân, TP.HCM",Bến Tre,02/05/2020,Cục CS QLHC về TTXH,cls-2026-04-03-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,05/04/2026 13:17:55,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1051,HV1051,Lee Kang-in V,086 407 365,21/07/1990,Nam,0790909268466,"24/19 Nguyễn Thị Minh Khai, Q.3, TP.HCM",An Giang,23/08/2021,Cục CS QLHC về TTXH,cls-2026-04-03-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,15/04/2026 08:28:41,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-1052,HV1052,Đen Vâu V,094 488 366,12/01/1994,Nam,0790948551330,"131/5 Phan Xích Long, Q.7, TP.HCM",Thanh Hóa,25/03/2020,Cục CS QLHC về TTXH,cls-2026-04-03-3,A1,fee-a1,promo-summer,415000,true,u-5,br-3,19/04/2026 15:26:18,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-1053,HV1053,Neymar Jr V,093 786 241,28/04/2000,Nam,0791009197587,"36/9 Nguyễn Thị Minh Khai, Q.Thủ Đức, TP.HCM",Quảng Nam,01/12/2022,Cục CS QLHC về TTXH,cls-2026-04-03-3,A1,fee-a1,promo-none,565000,true,u-5,br-3,10/03/2026 10:22:57,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-1054,HV1054,Sơn Tùng M-TP V,038 483 211,11/05/1997,Nam,0790974957535,"241/11 Nguyễn Đình Chiểu, Q.7, TP.HCM",Quảng Nam,17/08/2018,Cục CS QLHC về TTXH,cls-2026-04-03-3,A1,fee-a1,promo-link,365000,true,u-5,br-3,12/04/2026 08:59:54,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-1055,HV1055,Đông Nhi V,036 476 987,26/07/2003,Nam,0791039807096,"17/5 Nguyễn Văn Linh, Q.Tân Bình, TP.HCM",Hải Phòng,18/02/2019,Cục CS QLHC về TTXH,cls-2026-04-03-3,A,fee-a,promo-link,1795000,true,u-6,br-3,29/03/2026 09:09:10,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-1056,HV1056,Sadio Mané V,035 110 836,09/11/2007,Nam,0791077160475,"70/8 Pasteur, Q.1, TP.HCM",Đà Nẵng,26/08/2022,Cục CS QLHC về TTXH,cls-2026-05-01-1,A1,fee-a1,promo-none,565000,false,u-1,br-1,03/05/2026 12:37:07,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-1057,HV1057,Vũ Cát Tường V,038 686 303,08/08/1989,Nam,0790899765433,"238/17 Xô Viết Nghệ Tĩnh, Q.Phú Nhuận, TP.HCM",Vĩnh Long,05/03/2021,Cục CS QLHC về TTXH,cls-2026-05-01-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,01/05/2026 14:43:32,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1058,HV1058,Jeon Jungkook V,032 358 205,28/06/1994,Nam,0790948278673,"356/11 Lê Lai, Q.3, TP.HCM",Ninh Bình,18/02/2019,Cục CS QLHC về TTXH,cls-2026-05-01-1,A,fee-a,promo-none,1995000,true,u-2,br-1,09/05/2026 17:38:44,true,true,true,true,"Đã đóng đợt 1. Còn lại 997,500đ. Tâm lý ổn định khi đi đường thật."
hv-1059,HV1059,Hồ Ngọc Hà V,097 564 223,20/11/2005,Nam,0791051870544,"90/10 Trần Hưng Đạo, Q.2, TP.HCM",Bến Tre,23/03/2024,Cục CS QLHC về TTXH,cls-2026-05-01-1,A,fee-a,promo-none,1995000,true,u-1,br-1,22/04/2026 14:44:09,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-1060,HV1060,Mỹ Linh V,088 872 243,20/02/1997,Nam,0790974442291,"57/14 Lê Lai, Q.Bình Thạnh, TP.HCM",Tây Ninh,26/12/2023,Cục CS QLHC về TTXH,cls-2026-05-01-1,A,fee-a,promo-none,1995000,true,u-1,br-1,01/05/2026 09:42:56,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-1061,HV1061,Robert Lewandowski V,037 716 103,29/04/2002,Nam,0791022177635,"151/27 Phan Xích Long, Q.1, TP.HCM",Bạc Liêu,09/01/2021,Cục CS QLHC về TTXH,cls-2026-05-01-1,A1,fee-a1,promo-none,565000,false,u-2,br-1,07/05/2026 10:43:20,true,false,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-1062,HV1062,Drake V,094 861 376,29/03/2007,Nam,0791072024549,"330/30 Lê Hồng Phong, Q.Gò Vấp, TP.HCM",Nam Định,24/10/2023,Cục CS QLHC về TTXH,cls-2026-05-01-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,06/05/2026 10:57:59,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-1063,HV1063,Phan Anh V,086 766 417,01/02/2004,Nam,0791049167480,"215/4 Xô Viết Nghệ Tĩnh, Q.Bình Tân, TP.HCM",Hà Nội,19/05/2023,Cục CS QLHC về TTXH,cls-2026-05-01-1,A,fee-a,promo-link,1795000,true,u-1,br-1,05/05/2026 14:52:06,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-1064,HV1064,Mã Siêu V,082 229 201,03/11/1999,Nam,0790995976130,"214/7 Lê Duẩn, Q.5, TP.HCM",Tiền Giang,05/05/2020,Cục CS QLHC về TTXH,cls-2026-05-01-1,A1,fee-a1,promo-summer,415000,false,u-1,br-1,09/05/2026 09:38:16,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-1065,HV1065,Hà Đức Chinh V,088 948 681,02/06/2007,Nam,0791074690490,"207/2 Nguyễn Trãi, Q.5, TP.HCM",An Giang,18/05/2020,Cục CS QLHC về TTXH,cls-2026-05-02-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,23/04/2026 17:15:32,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-1066,HV1066,IU V,056 512 854,08/11/2006,Nam,0791062247443,"3/14 Trần Hưng Đạo, Q.Tân Bình, TP.HCM",Hà Tĩnh,17/07/2020,Cục CS QLHC về TTXH,cls-2026-05-02-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,18/04/2026 09:05:41,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-1067,HV1067,Minh Hằng V,084 699 993,18/04/2002,Nam,0791023097833,"359/27 Trường Sa, Q.Thủ Đức, TP.HCM",Nam Định,20/04/2024,Cục CS QLHC về TTXH,cls-2026-05-02-1,A,fee-a,promo-none,1995000,true,u-2,br-1,25/04/2026 13:41:11,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Tay lái còn run khi vào cua hẹp."
hv-1068,HV1068,Châu Đăng Khoa V,098 273 314,23/05/2001,Nam,0791014054970,"82/17 Võ Văn Tần, Q.4, TP.HCM",Đà Nẵng,24/02/2021,Cục CS QLHC về TTXH,cls-2026-05-02-1,A,fee-a,promo-none,1995000,true,u-1,br-1,10/04/2026 17:24:06,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-1069,HV1069,Đặng Tử Kỳ V,085 918 840,01/02/1996,Nam,0790966508056,"155/22 Lý Thường Kiệt, Q.4, TP.HCM",Cà Mau,09/12/2020,Cục CS QLHC về TTXH,cls-2026-05-02-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,06/05/2026 16:28:13,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-1070,HV1070,Ariana Grande V,034 463 526,09/09/2006,Nam,0791065418103,"91/25 Nguyễn Văn Linh, Q.Thủ Đức, TP.HCM",Bình Dương,23/07/2020,Cục CS QLHC về TTXH,cls-2026-05-02-1,A1,fee-a1,promo-none,565000,false,u-2,br-1,16/04/2026 15:14:06,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-1071,HV1071,Antoine Griezmann V,082 895 300,19/06/2008,Nam,0791088399524,"299/12 Điện Biên Phủ, Q.Gò Vấp, TP.HCM",Tây Ninh,13/12/2019,Cục CS QLHC về TTXH,cls-2026-05-02-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,12/04/2026 13:28:45,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
